OHSU1	0	91226903	1	25.602798	Boolean
OHSU1	0	90191479	2	24.16863	Boolean
OHSU1	0	90191476	3	22.910875	Boolean
OHSU1	0	90350732	4	22.739288	Boolean
OHSU1	0	89078872	5	22.621744	Boolean
OHSU1	0	91283653	6	22.576006	Boolean
OHSU1	0	90377812	7	22.033798	Boolean
OHSU1	0	91016129	8	21.883667	Boolean
OHSU1	0	90379605	9	21.862648	Boolean
OHSU1	0	90010830	10	21.557816	Boolean
OHSU1	0	91057187	11	21.396223	Boolean
OHSU1	0	91093530	12	20.915997	Boolean
OHSU1	0	90297130	13	20.349535	Boolean
OHSU1	0	89244872	14	20.135519	Boolean
OHSU1	0	90191478	15	19.686447	Boolean
OHSU1	0	88089217	16	19.574804	Boolean
OHSU1	0	91229114	17	19.536165	Boolean
OHSU1	0	88069042	18	19.452217	Boolean
OHSU1	0	88103805	19	19.249603	Boolean
OHSU1	0	89239359	20	18.900541	Boolean
OHSU1	0	90059789	21	18.888386	Boolean
OHSU1	0	90272936	22	18.828894	Boolean
OHSU1	0	88196515	23	18.696146	Boolean
OHSU1	0	88201371	24	18.516247	Boolean
OHSU1	0	90191472	25	18.090443	Boolean
OHSU1	0	90116401	26	18.001755	Boolean
OHSU1	0	90102639	27	17.954298	Boolean
OHSU1	0	89184080	28	17.874285	Boolean
OHSU1	0	90191480	29	17.732853	Boolean
OHSU1	0	88181296	30	17.723934	Boolean
OHSU1	0	89191190	31	17.611597	Boolean
OHSU1	0	88157410	32	17.460459	Boolean
OHSU1	0	90317656	33	17.22171	Boolean
OHSU1	0	90366906	34	17.092468	Boolean
OHSU1	0	91181239	35	17.088884	Boolean
OHSU1	0	89156302	36	17.016212	Boolean
OHSU1	0	88238705	37	16.927969	Boolean
OHSU1	0	91035850	38	16.832407	Boolean
OHSU1	0	90213020	39	16.81638	Boolean
OHSU1	0	91152329	40	16.789846	Boolean
OHSU1	0	88283372	41	16.76299	Boolean
OHSU1	0	91165896	42	16.65231	Boolean
OHSU1	0	89015554	43	16.625927	Boolean
OHSU1	0	88103792	44	16.571217	Boolean
OHSU1	0	91016084	45	16.545406	Boolean
OHSU1	0	91110222	46	16.26361	Boolean
