OHSU1	0	90350732	1	94.44178	TFIDF
OHSU1	0	91283653	2	92.11922	TFIDF
OHSU1	0	91226903	3	85.17271	TFIDF
OHSU1	0	90379605	4	78.47487	TFIDF
OHSU1	0	91152329	5	71.07536	TFIDF
OHSU1	0	89078872	6	70.886955	TFIDF
OHSU1	0	91229114	7	69.08187	TFIDF
OHSU1	0	91118843	8	68.94858	TFIDF
OHSU1	0	90191472	9	67.41785	TFIDF
OHSU1	0	90191479	10	67.30318	TFIDF
OHSU1	0	88089217	11	66.60294	TFIDF
OHSU1	0	91051706	12	65.28365	TFIDF
OHSU1	0	90191478	13	64.57259	TFIDF
OHSU1	0	90191476	14	63.847954	TFIDF
OHSU1	0	90173364	15	63.460712	TFIDF
OHSU1	0	91016129	16	63.39991	TFIDF
OHSU1	0	90010830	17	62.186443	TFIDF
OHSU1	0	90059789	18	61.369923	TFIDF
OHSU1	0	90366906	19	59.87998	TFIDF
OHSU1	0	89239359	20	59.054863	TFIDF
OHSU1	0	91031245	21	58.36279	TFIDF
OHSU1	0	88181296	22	57.2042	TFIDF
OHSU1	0	90213020	23	56.973743	TFIDF
OHSU1	0	88201371	24	56.81381	TFIDF
OHSU1	0	90377812	25	56.216557	TFIDF
OHSU1	0	91093530	26	56.153694	TFIDF
OHSU1	0	88210187	27	55.37531	TFIDF
OHSU1	0	89244872	28	54.968033	TFIDF
OHSU1	0	90272936	29	54.913	TFIDF
OHSU1	0	91165896	30	54.822113	TFIDF
OHSU1	0	91016084	31	54.533855	TFIDF
OHSU1	0	90191480	32	54.262875	TFIDF
OHSU1	0	91271344	33	53.87311	TFIDF
OHSU1	0	89023354	34	53.77024	TFIDF
OHSU1	0	89015550	35	52.779087	TFIDF
OHSU1	0	91261347	36	52.60797	TFIDF
OHSU1	0	91114419	37	52.51568	TFIDF
OHSU1	0	90297130	38	52.404205	TFIDF
OHSU1	0	90317656	39	52.145054	TFIDF
OHSU1	0	89225992	40	51.85529	TFIDF
OHSU1	0	88161249	41	51.39646	TFIDF
OHSU1	0	90025584	42	51.395645	TFIDF
OHSU1	0	90102639	43	51.13242	TFIDF
OHSU1	0	88103794	44	51.021168	TFIDF
OHSU1	0	88296357	45	51.01898	TFIDF
OHSU1	0	91085806	46	50.80299	TFIDF
OHSU1	0	91110206	47	50.655655	TFIDF
OHSU1	0	91193766	48	50.597015	TFIDF
OHSU1	0	90323407	49	50.351627	TFIDF
OHSU1	0	89365014	50	50.23406	TFIDF
OHSU2	0	91356837	1	96.831696	TFIDF
OHSU2	0	88170074	2	82.71195	TFIDF
OHSU2	0	89192618	3	79.98893	TFIDF
OHSU2	0	91126065	4	73.120476	TFIDF
OHSU2	0	91128118	5	72.58608	TFIDF
OHSU2	0	90023512	6	70.75674	TFIDF
OHSU2	0	90023517	7	67.22557	TFIDF
OHSU2	0	91019601	8	65.86145	TFIDF
OHSU2	0	88269814	9	65.81996	TFIDF
OHSU2	0	88103176	10	65.278824	TFIDF
OHSU2	0	91022533	11	63.35665	TFIDF
OHSU2	0	89308770	12	63.355667	TFIDF
OHSU2	0	91300095	13	63.285206	TFIDF
OHSU2	0	89317174	14	62.20449	TFIDF
OHSU2	0	88318826	15	61.976376	TFIDF
OHSU2	0	90338475	16	61.96271	TFIDF
OHSU2	0	89071147	17	61.25495	TFIDF
OHSU2	0	91231934	18	60.7623	TFIDF
